rank,Name,Year,State,male_count,female_count,unisex_score
27,Allie,2005,ND,,10,0.0
28,Allison,2005,ND,,14,0.0
29,Allyson,2005,ND,,5,0.0
30,Alyssa,2005,ND,,29,0.0
1,Harley,2005,NE,7,7,100.0
2,Dakota,2005,NE,14,16,87.5
3,Phoenix,2005,NE,5,6,83.33
4,Peyton,2005,NE,35,29,82.86
5,Payton,2005,NE,24,18,75.0
6,Skyler,2005,NE,8,11,72.73
7,Jaiden,2005,NE,10,7,70.0
8,Skylar,2005,NE,7,13,53.85
9,Jadyn,2005,NE,7,14,50.0
10,Riley,2005,NE,56,25,44.64
11,Jordan,2005,NE,46,20,43.48
12,Avery,2005,NE,15,55,27.27
13,Jayden,2005,NE,64,16,25.0
14,Taylor,2005,NE,16,81,19.75
15,Cameron,2005,NE,59,11,18.64
16,Ashton,2005,NE,38,6,15.79
17,Angel,2005,NE,45,7,15.56
18,Morgan,2005,NE,8,54,14.81
19,Alexis,2005,NE,11,87,12.64
20,Alex,2005,NE,49,5,10.2
21,Aaliyah,2005,NE,,17,0.0
22,Aaron,2005,NE,41,,0.0
23,Abby,2005,NE,,16,0.0
24,Abigail,2005,NE,,94,0.0
25,Abraham,2005,NE,11,,0.0
26,Abram,2005,NE,5,,0.0
27,Adam,2005,NE,25,,0.0
28,Adan,2005,NE,5,,0.0
29,Addison,2005,NE,,55,0.0
30,Addisyn,2005,NE,,7,0.0
1,Casey,2005,NH,5,5,100.0
2,Skyler,2005,NH,5,5,100.0
3,Quinn,2005,NH,7,6,85.71
4,Riley,2005,NH,37,30,81.08
5,Peyton,2005,NH,7,11,63.64
6,Dakota,2005,NH,13,8,61.54
7,Payton,2005,NH,6,10,60.0
8,Jordan,2005,NH,25,13,52.0
9,Avery,2005,NH,8,31,25.81
10,Taylor,2005,NH,8,35,22.86
11,Hayden,2005,NH,31,5,16.13
12,Cameron,2005,NH,71,6,8.45
13,Aaron,2005,NH,22,,0.0
14,Abigail,2005,NH,,90,0.0
15,Adam,2005,NH,34,,0.0
16,Adrian,2005,NH,13,,0.0
17,Adriana,2005,NH,,11,0.0
18,Adrianna,2005,NH,,11,0.0
19,Aidan,2005,NH,84,,0.0
20,Aiden,2005,NH,98,,0.0
21,Ainsley,2005,NH,,6,0.0
22,Alaina,2005,NH,,7,0.0
23,Alan,2005,NH,9,,0.0
24,Alanna,2005,NH,,6,0.0
25,Alec,2005,NH,7,,0.0
26,Alex,2005,NH,27,,0.0
27,Alexa,2005,NH,,13,0.0
28,Alexander,2005,NH,86,,0.0
29,Alexandra,2005,NH,,21,0.0
30,Alexia,2005,NH,,7,0.0
1,Arya,2005,NJ,10,9,90.0
2,Krishna,2005,NJ,6,5,83.33
3,Milan,2005,NJ,11,9,81.82
4,Casey,2005,NJ,28,35,80.0
5,Reilly,2005,NJ,8,10,80.0
6,Shea,2005,NJ,9,12,75.0
7,Rory,2005,NJ,8,6,75.0
8,Joan,2005,NJ,8,11,72.73
9,Armani,2005,NJ,9,6,66.67
10,Jaidyn,2005,NJ,5,8,62.5
11,Kai,2005,NJ,15,9,60.0
12,Ariel,2005,NJ,17,31,54.84
13,Peyton,2005,NJ,23,42,54.76
14,Devyn,2005,NJ,8,15,53.33
15,Amari,2005,NJ,10,5,50.0
16,Rowan,2005,NJ,10,5,50.0
17,Jaime,2005,NJ,21,10,47.62
18,Emerson,2005,NJ,7,15,46.67
19,Addison,2005,NJ,6,13,46.15
20,Devon,2005,NJ,51,22,43.14
21,Gianni,2005,NJ,19,8,42.11
22,Skyler,2005,NJ,10,24,41.67
23,Jadyn,2005,NJ,9,22,40.91
24,Jessie,2005,NJ,5,13,38.46
25,Sidney,2005,NJ,5,13,38.46
26,Jordan,2005,NJ,238,91,38.24
27,Reese,2005,NJ,10,28,35.71
28,Kasey,2005,NJ,5,14,35.71
29,Riley,2005,NJ,52,148,35.14
30,Jaylin,2005,NJ,6,19,31.58
1,Dakota,2005,NM,12,11,91.67
2,Riley,2005,NM,19,22,86.36
3,Payton,2005,NM,6,8,75.0
4,Peyton,2005,NM,12,8,66.67
5,Avery,2005,NM,11,22,50.0
6,Santana,2005,NM,6,12,50.0
7,Jordan,2005,NM,47,21,44.68
8,Angel,2005,NM,107,41,38.32
9,Jayden,2005,NM,56,20,35.71
10,Alexis,2005,NM,28,95,29.47
11,Taylor,2005,NM,10,38,26.32
12,Ashton,2005,NM,22,5,22.73
13,Aaliyah,2005,NM,,59,0.0
14,Aaron,2005,NM,57,,0.0
15,Abel,2005,NM,5,,0.0
16,Abigail,2005,NM,,69,0.0
17,Abraham,2005,NM,15,,0.0
18,Abram,2005,NM,10,,0.0
19,Abran,2005,NM,5,,0.0
20,Abrianna,2005,NM,,7,0.0
21,Adam,2005,NM,58,,0.0
22,Adan,2005,NM,26,,0.0
23,Addison,2005,NM,,7,0.0
24,Adelina,2005,NM,,7,0.0
25,Aden,2005,NM,11,,0.0
26,Adilene,2005,NM,,5,0.0
27,Adrian,2005,NM,90,,0.0
28,Adriana,2005,NM,,25,0.0
29,Adrianna,2005,NM,,24,0.0
30,Adriano,2005,NM,8,,0.0
1,Riley,2005,NV,40,36,90.0
2,Amari,2005,NV,6,8,75.0
3,Casey,2005,NV,7,5,71.43
4,Peyton,2005,NV,14,22,63.64
5,Phoenix,2005,NV,8,5,62.5
6,Rowan,2005,NV,8,5,62.5
7,Justice,2005,NV,9,5,55.56
8,Dakota,2005,NV,28,15,53.57
9,Jaiden,2005,NV,14,7,50.0
10,Avery,2005,NV,10,21,47.62
11,Alexis,2005,NV,42,92,45.65
12,Payton,2005,NV,8,19,42.11
13,Jadyn,2005,NV,5,13,38.46
14,Sage,2005,NV,5,14,35.71
15,Skylar,2005,NV,5,14,35.71
16,Guadalupe,2005,NV,5,17,29.41
17,Jordan,2005,NV,103,30,29.13
18,Jayden,2005,NV,73,19,26.03
19,Jaden,2005,NV,36,9,25.0
20,Taylor,2005,NV,15,66,22.73
21,Morgan,2005,NV,8,41,19.51
22,Bailey,2005,NV,5,29,17.24
23,Hayden,2005,NV,39,5,12.82
24,Cameron,2005,NV,68,6,8.82
25,Dylan,2005,NV,117,8,6.84
26,Ryan,2005,NV,148,10,6.76
27,Logan,2005,NV,113,7,6.19
28,Angel,2005,NV,206,11,5.34
29,Aaliyah,2005,NV,,36,0.0
30,Aaron,2005,NV,79,,0.0
1,Jaylin,2005,NY,41,41,100.0
2,Karol,2005,NY,11,11,100.0
3,Michal,2005,NY,9,9,100.0
4,Adama,2005,NY,7,7,100.0
5,Sunny,2005,NY,5,5,100.0
6,Shea,2005,NY,24,23,95.83
7,Jackie,2005,NY,12,11,91.67
8,Kerry,2005,NY,11,12,91.67
9,Jia,2005,NY,10,11,90.91
10,Jaime,2005,NY,30,27,90.0
11,Peyton,2005,NY,72,63,87.5
12,Dakota,2005,NY,72,62,86.11
13,Kiran,2005,NY,7,6,85.71
14,Zi,2005,NY,6,7,85.71
15,Kendell,2005,NY,5,6,83.33
16,Santana,2005,NY,5,6,83.33
17,Wen,2005,NY,5,6,83.33
18,Skyler,2005,NY,50,41,82.0
19,Unique,2005,NY,11,9,81.82
20,Ariel,2005,NY,97,119,81.51
21,Phoenix,2005,NY,22,17,77.27
22,Casey,2005,NY,49,66,74.24
23,Camdyn,2005,NY,5,7,71.43
24,Roni,2005,NY,5,7,71.43
25,Ryley,2005,NY,5,7,71.43
26,Finley,2005,NY,7,10,70.0
27,Jaidyn,2005,NY,11,16,68.75
28,Joan,2005,NY,19,13,68.42
29,Tenzin,2005,NY,13,19,68.42
30,Robin,2005,NY,12,8,66.67
1,Haven,2005,OH,9,9,100.0
2,Mikah,2005,OH,6,6,100.0
3,Peyton,2005,OH,139,137,98.56
4,Jessie,2005,OH,14,15,93.33
5,Jaime,2005,OH,9,8,88.89
6,Jaylin,2005,OH,15,17,88.24
7,Tegan,2005,OH,7,8,87.5
8,Kasey,2005,OH,19,22,86.36
9,Rowan,2005,OH,22,19,86.36
10,Aries,2005,OH,6,7,85.71
11,Frankie,2005,OH,6,5,83.33
12,Amari,2005,OH,23,29,79.31
13,Jaidyn,2005,OH,15,19,78.95
14,Emery,2005,OH,9,7,77.78
15,Skyler,2005,OH,65,50,76.92
16,Emerson,2005,OH,20,27,74.07
17,Baby,2005,OH,7,5,71.43
18,Devyn,2005,OH,17,12,70.59
19,Justice,2005,OH,20,29,68.97
20,Reese,2005,OH,41,61,67.21
21,Phoenix,2005,OH,16,10,62.5
22,Remington,2005,OH,8,5,62.5
23,Kamari,2005,OH,6,10,60.0
24,Angel,2005,OH,58,97,59.79
25,Ali,2005,OH,19,11,57.89
26,Harper,2005,OH,5,9,55.56
27,Robin,2005,OH,5,9,55.56
28,Riley,2005,OH,159,297,53.54
29,Harley,2005,OH,19,36,52.78
30,Jaiden,2005,OH,49,25,51.02
1,Payton,2005,OK,43,46,93.48
2,Jessie,2005,OK,15,14,93.33
3,Riley,2005,OK,73,68,93.15
4,London,2005,OK,8,7,87.5
5,Haiden,2005,OK,6,5,83.33
6,Remington,2005,OK,5,6,83.33
7,Justice,2005,OK,14,17,82.35
8,Peyton,2005,OK,47,60,78.33
9,Jaiden,2005,OK,13,18,72.22
10,Emerson,2005,OK,5,7,71.43
11,Montana,2005,OK,7,10,70.0
12,Kayden,2005,OK,21,14,66.67
13,Skyler,2005,OK,23,15,65.22
14,Harley,2005,OK,19,12,63.16
15,Jayden,2005,OK,86,51,59.3
16,Skylar,2005,OK,14,26,53.85
17,Angel,2005,OK,79,41,51.9
18,Jaden,2005,OK,61,30,49.18
19,Teagan,2005,OK,6,13,46.15
20,Jordan,2005,OK,130,50,38.46
21,Casey,2005,OK,24,9,37.5
22,Jamie,2005,OK,7,19,36.84
23,Chandler,2005,OK,17,6,35.29
24,Reese,2005,OK,9,26,34.62
25,Kendall,2005,OK,7,23,30.43
26,Tatum,2005,OK,7,23,30.43
27,Dakota,2005,OK,76,23,30.26
28,Taylor,2005,OK,34,117,29.06
29,Jaylen,2005,OK,21,6,28.57
30,Micah,2005,OK,39,11,28.21
1,Peyton,2005,OR,30,33,90.91
2,Harley,2005,OR,8,7,87.5
3,Sage,2005,OR,9,11,81.82
4,Justice,2005,OR,7,9,77.78
5,Skylar,2005,OR,13,17,76.47
6,Jessie,2005,OR,8,6,75.0
7,London,2005,OR,8,6,75.0
8,Riley,2005,OR,77,53,68.83
9,Jadyn,2005,OR,9,14,64.29
10,River,2005,OR,8,5,62.5
11,Payton,2005,OR,19,35,54.29
12,Jaiden,2005,OR,15,8,53.33
13,Dakota,2005,OR,34,18,52.94
14,Jayden,2005,OR,66,33,50.0
15,Emerson,2005,OR,5,10,50.0
16,Rowan,2005,OR,22,10,45.45
17,Charlie,2005,OR,16,7,43.75
18,Reece,2005,OR,14,6,42.86
19,Elliot,2005,OR,17,7,41.18
20,Alexis,2005,OR,51,126,40.48
21,Reese,2005,OR,8,23,34.78
22,Avery,2005,OR,24,70,34.29
23,Jaden,2005,OR,58,18,31.03
24,Jordan,2005,OR,121,36,29.75
25,Morgan,2005,OR,21,71,29.58
26,Drew,2005,OR,21,6,28.57
27,Kayden,2005,OR,26,7,26.92
28,Casey,2005,OR,19,5,26.32
29,Skyler,2005,OR,35,9,25.71
30,Taylor,2005,OR,27,106,25.47
1,Kasey,2005,PA,22,22,100.0
2,Elisha,2005,PA,9,9,100.0
3,Emery,2005,PA,7,7,100.0
4,Santana,2005,PA,5,5,100.0
5,Casey,2005,PA,45,43,95.56
6,Amari,2005,PA,14,13,92.86
7,Reilly,2005,PA,21,24,87.5
8,Jaidyn,2005,PA,12,14,85.71
9,Joey,2005,PA,7,6,85.71
10,Jaylin,2005,PA,20,17,85.0
11,Jaedyn,2005,PA,6,5,83.33
12,Jean,2005,PA,6,5,83.33
13,Rian,2005,PA,6,5,83.33
14,Jaime,2005,PA,9,11,81.82
15,Phoenix,2005,PA,15,12,80.0
16,Devyn,2005,PA,8,10,80.0
17,Ryley,2005,PA,7,9,77.78
18,Justice,2005,PA,17,22,77.27
19,Carmen,2005,PA,16,21,76.19
20,Rory,2005,PA,15,11,73.33
21,Peyton,2005,PA,77,107,71.96
22,Sky,2005,PA,5,7,71.43
23,Angel,2005,PA,137,91,66.42
24,Baby,2005,PA,65,43,66.15
25,Jessie,2005,PA,9,14,64.29
26,Skyler,2005,PA,42,26,61.9
27,Noel,2005,PA,9,15,60.0
28,Haven,2005,PA,6,10,60.0
29,Rowan,2005,PA,27,16,59.26
30,Quinn,2005,PA,57,32,56.14
1,Riley,2005,RI,16,23,69.57
2,Taylor,2005,RI,5,17,29.41
3,Alexis,2005,RI,5,39,12.82
4,Jordan,2005,RI,47,6,12.77
5,Aaliyah,2005,RI,,15,0.0
6,Aaron,2005,RI,17,,0.0
7,Abby,2005,RI,,10,0.0
8,Abigail,2005,RI,,80,0.0
9,Abigayle,2005,RI,,5,0.0
10,Abraham,2005,RI,5,,0.0
11,Adam,2005,RI,29,,0.0
12,Aden,2005,RI,6,,0.0
13,Adrian,2005,RI,15,,0.0
14,Adriana,2005,RI,,15,0.0
15,Aidan,2005,RI,71,,0.0
16,Aiden,2005,RI,46,,0.0
17,Alana,2005,RI,,8,0.0
18,Alejandro,2005,RI,7,,0.0
19,Alessandra,2005,RI,,8,0.0
20,Alex,2005,RI,25,,0.0
21,Alexa,2005,RI,,19,0.0
22,Alexander,2005,RI,78,,0.0
23,Alexandra,2005,RI,,23,0.0
24,Alexandria,2005,RI,,7,0.0
25,Alexia,2005,RI,,16,0.0
26,Ali,2005,RI,6,,0.0
27,Alisha,2005,RI,,6,0.0
28,Alivia,2005,RI,,5,0.0
29,Aliyah,2005,RI,,10,0.0
30,Allen,2005,RI,5,,0.0
1,Kayden,2005,SC,12,12,100.0
2,Justice,2005,SC,10,9,90.0
3,Harper,2005,SC,6,7,85.71
4,Dominique,2005,SC,6,5,83.33
5,Amari,2005,SC,19,23,82.61
6,Angel,2005,SC,52,63,82.54
7,Casey,2005,SC,9,11,81.82
8,Avery,2005,SC,36,46,78.26
9,Jamie,2005,SC,13,18,72.22
10,Semaj,2005,SC,7,5,71.43
11,Payton,2005,SC,17,25,68.0
12,Peyton,2005,SC,52,33,63.46
13,Ellis,2005,SC,8,5,62.5
14,Jalyn,2005,SC,5,8,62.5
15,Riley,2005,SC,43,77,55.84
16,Campbell,2005,SC,5,9,55.56
17,Emerson,2005,SC,5,9,55.56
18,Dakota,2005,SC,31,17,54.84
19,Kamari,2005,SC,11,6,54.55
20,London,2005,SC,6,12,50.0
21,Skyler,2005,SC,12,25,48.0
22,Jordan,2005,SC,175,80,45.71
23,Jaiden,2005,SC,22,10,45.45
24,Reese,2005,SC,7,16,43.75
25,Kendall,2005,SC,12,29,41.38
26,Jordyn,2005,SC,8,24,33.33
27,Hayden,2005,SC,107,33,30.84
28,Dallas,2005,SC,17,5,29.41
29,Bailey,2005,SC,12,41,29.27
30,Grayson,2005,SC,45,12,26.67
1,Angel,2005,SD,7,7,100.0
2,Payton,2005,SD,8,10,80.0
3,Reese,2005,SD,5,7,71.43
4,Jordan,2005,SD,19,12,63.16
5,Avery,2005,SD,10,17,58.82
6,Jayden,2005,SD,19,11,57.89
7,Jaden,2005,SD,13,6,46.15
8,Riley,2005,SD,38,16,42.11
9,Peyton,2005,SD,27,10,37.04
10,Taylor,2005,SD,11,43,25.58
11,Ashton,2005,SD,22,5,22.73
12,Aaliyah,2005,SD,,7,0.0
13,Aaron,2005,SD,12,,0.0
14,Abby,2005,SD,,17,0.0
15,Abigail,2005,SD,,51,0.0
16,Adam,2005,SD,20,,0.0
17,Addison,2005,SD,,25,0.0
18,Aden,2005,SD,7,,0.0
19,Adrian,2005,SD,5,,0.0
20,Adriana,2005,SD,,6,0.0
21,Adrianna,2005,SD,,8,0.0
22,Aidan,2005,SD,31,,0.0
23,Aiden,2005,SD,41,,0.0
24,Alaina,2005,SD,,6,0.0
25,Alana,2005,SD,,5,0.0
26,Alayna,2005,SD,,7,0.0
27,Alex,2005,SD,28,,0.0
28,Alexa,2005,SD,,6,0.0
29,Alexander,2005,SD,46,,0.0
30,Alexandra,2005,SD,,8,0.0
1,Phoenix,2005,TN,10,10,100.0
2,Jaidyn,2005,TN,7,7,100.0
3,Kerry,2005,TN,5,5,100.0
4,Justice,2005,TN,14,13,92.86
5,Dominique,2005,TN,12,11,91.67
6,Angel,2005,TN,75,82,91.46
7,Riley,2005,TN,118,131,90.08
8,Casey,2005,TN,23,20,86.96
9,Reilly,2005,TN,5,6,83.33
10,Harley,2005,TN,21,28,75.0
11,Kasey,2005,TN,6,8,75.0
12,Harper,2005,TN,5,7,71.43
13,Jaiden,2005,TN,29,18,62.07
14,Skylar,2005,TN,34,58,58.62
15,Emerson,2005,TN,11,19,57.89
16,Kayden,2005,TN,28,16,57.14
17,Amari,2005,TN,21,12,57.14
18,Rowan,2005,TN,9,5,55.56
19,Jaime,2005,TN,11,6,54.55
20,Avery,2005,TN,65,120,54.17
21,Jaylin,2005,TN,19,10,52.63
22,Skyler,2005,TN,56,25,44.64
23,Briley,2005,TN,12,27,44.44
24,Presley,2005,TN,8,18,44.44
25,Payton,2005,TN,57,25,43.86
26,London,2005,TN,7,16,43.75
27,Charlie,2005,TN,14,6,42.86
28,Keegan,2005,TN,19,8,42.11
29,Jamie,2005,TN,14,34,41.18
30,Jessie,2005,TN,17,7,41.18
1,Jules,2005,TX,8,8,100.0
2,Mayson,2005,TX,8,8,100.0
3,Jadin,2005,TX,7,7,100.0
4,Sloan,2005,TX,7,7,100.0
5,Aries,2005,TX,6,6,100.0
6,Gentry,2005,TX,6,6,100.0
7,Nazareth,2005,TX,5,5,100.0
8,Armani,2005,TX,21,22,95.45
9,Jael,2005,TX,12,13,92.31
10,Jaylin,2005,TX,34,37,91.89
11,Devyn,2005,TX,20,22,90.91
12,Jessy,2005,TX,8,9,88.89
13,Shay,2005,TX,8,9,88.89
14,Skyler,2005,TX,70,79,88.61
15,Arya,2005,TX,7,8,87.5
16,Karsen,2005,TX,7,8,87.5
17,Tegan,2005,TX,8,7,87.5
18,Tory,2005,TX,8,7,87.5
19,Peyton,2005,TX,242,208,85.95
20,Rory,2005,TX,12,14,85.71
21,Aris,2005,TX,6,5,83.33
22,Austyn,2005,TX,6,5,83.33
23,Laken,2005,TX,5,6,83.33
24,Ryen,2005,TX,5,6,83.33
25,Jackie,2005,TX,14,17,82.35
26,Infant,2005,TX,88,71,80.68
27,Jaedyn,2005,TX,14,11,78.57
28,Kaidyn,2005,TX,7,9,77.78
29,Ryley,2005,TX,7,9,77.78
30,Riley,2005,TX,272,358,75.98
1,Justice,2005,UT,8,8,100.0
2,Phoenix,2005,UT,7,7,100.0
3,Austyn,2005,UT,5,5,100.0
4,Kasey,2005,UT,6,5,83.33
5,Teagan,2005,UT,8,6,75.0
6,Payton,2005,UT,42,30,71.43
7,Skylar,2005,UT,9,13,69.23
8,Quincy,2005,UT,16,10,62.5
9,Ashtyn,2005,UT,5,8,62.5
10,Dakota,2005,UT,40,24,60.0
11,Bentley,2005,UT,12,7,58.33
12,Peyton,2005,UT,42,23,54.76
13,Rowan,2005,UT,11,6,54.55
14,Taylor,2005,UT,53,99,53.54
15,Brighton,2005,UT,15,8,53.33
16,Riley,2005,UT,83,43,51.81
17,Oakley,2005,UT,9,18,50.0
18,Quinn,2005,UT,16,8,50.0
19,Jaiden,2005,UT,12,5,41.67
20,Sage,2005,UT,13,33,39.39
21,Harley,2005,UT,7,19,36.84
22,Reese,2005,UT,7,19,36.84
23,Drew,2005,UT,31,10,32.26
24,Jordan,2005,UT,118,30,25.42
25,Morgan,2005,UT,22,92,23.91
26,Angel,2005,UT,76,16,21.05
27,Skyler,2005,UT,35,6,17.14
28,Alexis,2005,UT,24,145,16.55
29,Jayden,2005,UT,87,14,16.09
30,Adrian,2005,UT,40,5,12.5
1,Phoenix,2005,VA,8,8,100.0
2,Azariah,2005,VA,5,5,100.0
3,Jean,2005,VA,5,5,100.0
4,Amari,2005,VA,27,28,96.43
5,Peyton,2005,VA,80,83,96.39
6,Dominique,2005,VA,16,15,93.75
7,Emerson,2005,VA,17,20,85.0
8,Camari,2005,VA,5,6,83.33
9,Skyler,2005,VA,27,33,81.82
10,Justice,2005,VA,15,11,73.33
11,Sage,2005,VA,8,11,72.73
12,Emery,2005,VA,5,7,71.43
13,Jaime,2005,VA,13,9,69.23
14,Jessie,2005,VA,13,9,69.23
15,Riley,2005,VA,103,151,68.21
16,Jalyn,2005,VA,5,8,62.5
17,Harper,2005,VA,8,13,61.54
18,Reese,2005,VA,15,25,60.0
19,Payton,2005,VA,20,34,58.82
20,Kasey,2005,VA,10,17,58.82
21,Jaidyn,2005,VA,8,14,57.14
22,Casey,2005,VA,37,21,56.76
23,Jordan,2005,VA,228,124,54.39
24,Rowan,2005,VA,13,7,53.85
25,Harley,2005,VA,10,20,50.0
26,Robin,2005,VA,5,10,50.0
27,Dakota,2005,VA,83,39,46.99
28,Kamari,2005,VA,15,7,46.67
29,Quinn,2005,VA,24,11,45.83
30,Angel,2005,VA,129,57,44.19
1,Dakota,2005,VT,6,6,100.0
2,Riley,2005,VT,12,11,91.67
3,Peyton,2005,VT,7,5,71.43
4,Jordan,2005,VT,19,12,63.16
5,Taylor,2005,VT,9,19,47.37
6,Aaron,2005,VT,5,,0.0
7,Abigail,2005,VT,,38,0.0
8,Adam,2005,VT,6,,0.0
9,Addison,2005,VT,,9,0.0
10,Aidan,2005,VT,27,,0.0
11,Aiden,2005,VT,35,,0.0
12,Alana,2005,VT,,6,0.0
13,Alex,2005,VT,7,,0.0
14,Alexander,2005,VT,30,,0.0
15,Alexandra,2005,VT,,8,0.0
16,Alexis,2005,VT,,32,0.0
17,Alivia,2005,VT,,5,0.0
18,Allison,2005,VT,,7,0.0
19,Alyssa,2005,VT,,11,0.0
20,Amber,2005,VT,,5,0.0
21,Amelia,2005,VT,,13,0.0
22,Amy,2005,VT,,7,0.0
23,Andrew,2005,VT,33,,0.0
24,Anna,2005,VT,,25,0.0
25,Annabelle,2005,VT,,8,0.0
26,Anthony,2005,VT,23,,0.0
27,Ariana,2005,VT,,5,0.0
28,Asa,2005,VT,6,,0.0
29,Ashley,2005,VT,,10,0.0
30,Ashlyn,2005,VT,,5,0.0
1,Kasey,2005,WA,8,8,100.0
2,Riley,2005,WA,124,104,83.87
3,Devyn,2005,WA,8,10,80.0
4,Peyton,2005,WA,43,57,75.44
5,Dominique,2005,WA,7,10,70.0
6,Jessie,2005,WA,10,7,70.0
7,Reagan,2005,WA,16,23,69.57
8,Payton,2005,WA,44,64,68.75
9,Finley,2005,WA,11,7,63.64
10,Campbell,2005,WA,5,8,62.5
11,Layne,2005,WA,8,5,62.5
12,Ocean,2005,WA,8,5,62.5
13,Jaiden,2005,WA,25,15,60.0
14,Emerson,2005,WA,9,15,60.0
15,Reese,2005,WA,19,32,59.38
16,Rory,2005,WA,12,7,58.33
17,Justice,2005,WA,21,12,57.14
18,Joey,2005,WA,11,6,54.55
19,Dakota,2005,WA,73,39,53.42
20,Sage,2005,WA,12,23,52.17
21,Ali,2005,WA,16,8,50.0
22,Teagan,2005,WA,9,19,47.37
23,Quinn,2005,WA,32,15,46.88
24,Avery,2005,WA,44,97,45.36
25,Rowan,2005,WA,37,16,43.24
26,Jordan,2005,WA,153,59,38.56
27,Amari,2005,WA,16,6,37.5
28,Quincy,2005,WA,16,6,37.5
29,Emery,2005,WA,5,14,35.71
30,Jaidyn,2005,WA,5,14,35.71
1,Campbell,2005,WI,5,5,100.0
2,Justice,2005,WI,13,14,92.86
3,Reese,2005,WI,32,38,84.21
4,Payton,2005,WI,58,69,84.06
5,London,2005,WI,12,10,83.33
6,Ali,2005,WI,6,8,75.0
7,Avery,2005,WI,56,84,66.67
8,Kasey,2005,WI,15,10,66.67
9,Angel,2005,WI,67,43,64.18
10,Dominique,2005,WI,7,11,63.64
11,Harley,2005,WI,8,5,62.5
12,Tayler,2005,WI,5,8,62.5
13,Peyton,2005,WI,81,50,61.73
14,Jaiden,2005,WI,23,14,60.87
15,Rowan,2005,WI,18,10,55.56
16,Riley,2005,WI,156,79,50.64
17,Jaidyn,2005,WI,5,10,50.0
18,Jaden,2005,WI,67,33,49.25
19,Dakota,2005,WI,68,32,47.06
20,Skyler,2005,WI,30,14,46.67
21,Skylar,2005,WI,15,33,45.45
22,Teagan,2005,WI,9,20,45.0
23,Casey,2005,WI,32,14,43.75
24,Emerson,2005,WI,7,19,36.84
25,Jordan,2005,WI,163,56,34.36
26,Reece,2005,WI,22,7,31.82
27,Charlie,2005,WI,29,9,31.03
28,Quinn,2005,WI,42,13,30.95
29,Reagan,2005,WI,8,28,28.57
30,Kayden,2005,WI,25,7,28.0
1,Casey,2005,WV,10,10,100.0
2,Riley,2005,WV,30,32,93.75
3,Jamie,2005,WV,8,9,88.89
4,Payton,2005,WV,17,15,88.24
5,Harley,2005,WV,10,13,76.92
6,Skyler,2005,WV,13,9,69.23
7,Jaden,2005,WV,15,24,62.5
8,Avery,2005,WV,16,26,61.54
9,Jaiden,2005,WV,6,10,60.0
10,Skylar,2005,WV,11,20,55.0
11,Jayden,2005,WV,45,21,46.67
12,Peyton,2005,WV,30,14,46.67
13,Jordan,2005,WV,58,22,37.93
14,Bailey,2005,WV,7,23,30.43
15,Hayden,2005,WV,75,13,17.33
16,Dakota,2005,WV,74,11,14.86
17,Taylor,2005,WV,9,69,13.04
18,Morgan,2005,WV,6,73,8.22
19,Ryan,2005,WV,85,5,5.88
20,Dylan,2005,WV,99,5,5.05
21,Logan,2005,WV,133,6,4.51
22,Aaliyah,2005,WV,,18,0.0
23,Aaron,2005,WV,55,,0.0
24,Abbie,2005,WV,,7,0.0
25,Abbigail,2005,WV,,8,0.0
26,Abby,2005,WV,,16,0.0
27,Abigail,2005,WV,,127,0.0
28,Abigale,2005,WV,,5,0.0
29,Adam,2005,WV,48,,0.0
30,Addison,2005,WV,,26,0.0
1,Peyton,2005,WY,6,5,83.33
2,Dakota,2005,WY,11,9,81.82
3,Payton,2005,WY,7,5,71.43
4,Jayden,2005,WY,10,6,60.0
5,Avery,2005,WY,6,15,40.0
6,Riley,2005,WY,22,5,22.73
7,Aaron,2005,WY,10,,0.0
8,Abigail,2005,WY,,25,0.0
9,Adam,2005,WY,13,,0.0
10,Addison,2005,WY,,10,0.0
11,Adrian,2005,WY,6,,0.0
12,Adriana,2005,WY,,5,0.0
13,Aidan,2005,WY,12,,0.0
14,Aiden,2005,WY,23,,0.0
15,Alana,2005,WY,,6,0.0
16,Alex,2005,WY,10,,0.0
17,Alexa,2005,WY,,10,0.0
18,Alexander,2005,WY,26,,0.0
19,Alexandra,2005,WY,,5,0.0
20,Alexis,2005,WY,,17,0.0
21,Alicia,2005,WY,,5,0.0
22,Allie,2005,WY,,7,0.0
23,Allison,2005,WY,,10,0.0
24,Alyssa,2005,WY,,11,0.0
25,Amanda,2005,WY,,5,0.0
26,Amelia,2005,WY,,5,0.0
27,Andrea,2005,WY,,7,0.0
28,Andrew,2005,WY,24,,0.0
29,Angel,2005,WY,,6,0.0
30,Angelina,2005,WY,,8,0.0
1,Sage,2006,AK,6,5,83.33
2,Morgan,2006,AK,5,7,71.43
3,Taylor,2006,AK,12,17,70.59
4,Peyton,2006,AK,10,7,70.0
5,Jordan,2006,AK,20,13,65.0
6,Riley,2006,AK,24,8,33.33
7,Aaliyah,2006,AK,,6,0.0
8,Aaron,2006,AK,14,,0.0
9,Abigail,2006,AK,,28,0.0
10,Adam,2006,AK,16,,0.0
11,Addison,2006,AK,,19,0.0
12,Adeline,2006,AK,,6,0.0
13,Aden,2006,AK,7,,0.0
14,Adrian,2006,AK,8,,0.0
15,Adriana,2006,AK,,6,0.0
